method,puzzle,step,q,correct
TRM (deterministic),113,3,-10.0625,False
TRM (deterministic),113,4,-9.0,False
TRM (deterministic),113,5,-10.0625,False
TRM (deterministic),113,6,-9.125,False
TRM (deterministic),114,1,-9.9375,False
TRM (deterministic),114,2,-10.375,False
TRM (deterministic),114,3,-10.25,False
TRM (deterministic),114,4,-10.3125,False
TRM (deterministic),114,5,-10.5625,False
TRM (deterministic),114,6,-10.5,False
TRM (deterministic),115,1,-10.3125,False
TRM (deterministic),115,2,-10.0625,False
TRM (deterministic),115,3,-10.875,False
TRM (deterministic),115,4,-10.625,False
TRM (deterministic),115,5,-10.8125,False
TRM (deterministic),115,6,-10.75,False
TRM (deterministic),116,1,-3.734375,False
TRM (deterministic),116,2,-6.28125,False
TRM (deterministic),116,3,-5.75,False
TRM (deterministic),116,4,-3.875,False
TRM (deterministic),116,5,-5.25,False
TRM (deterministic),116,6,-2.296875,False
TRM (deterministic),117,1,-9.4375,False
TRM (deterministic),117,2,-10.0,False
TRM (deterministic),117,3,-10.125,False
TRM (deterministic),117,4,-10.1875,False
TRM (deterministic),117,5,-10.25,False
TRM (deterministic),117,6,-10.0,False
TRM (deterministic),118,1,-11.5,False
TRM (deterministic),118,2,-10.5,False
TRM (deterministic),118,3,-10.0,False
TRM (deterministic),118,4,-10.75,False
TRM (deterministic),118,5,-9.8125,False
TRM (deterministic),118,6,-10.9375,False
TRM (deterministic),119,1,-3.984375,True
TRM (deterministic),119,2,7.3125,True
TRM (deterministic),119,3,7.46875,True
TRM (deterministic),119,4,7.46875,True
TRM (deterministic),119,5,7.5,True
TRM (deterministic),119,6,7.5,True
TRM (deterministic),120,1,-10.625,False
TRM (deterministic),120,2,-9.125,False
TRM (deterministic),120,3,-10.1875,False
TRM (deterministic),120,4,-9.8125,False
TRM (deterministic),120,5,-10.375,False
TRM (deterministic),120,6,-10.0625,False
TRM (deterministic),121,1,-11.6875,False
TRM (deterministic),121,2,-12.75,False
TRM (deterministic),121,3,-12.375,False
TRM (deterministic),121,4,-12.3125,False
TRM (deterministic),121,5,-12.0,False
TRM (deterministic),121,6,-12.25,False
TRM (deterministic),122,1,-7.4375,True
TRM (deterministic),122,2,7.53125,True
TRM (deterministic),122,3,7.0,True
TRM (deterministic),122,4,6.96875,True
TRM (deterministic),122,5,7.0,True
TRM (deterministic),122,6,6.96875,True
TRM (deterministic),123,1,-3.34375,True
TRM (deterministic),123,2,6.09375,True
TRM (deterministic),123,3,6.53125,True
TRM (deterministic),123,4,6.5,True
TRM (deterministic),123,5,6.53125,True
TRM (deterministic),123,6,6.53125,True
TRM (deterministic),124,1,-11.25,False
TRM (deterministic),124,2,-11.625,False
TRM (deterministic),124,3,-11.9375,False
TRM (deterministic),124,4,-11.5625,False
TRM (deterministic),124,5,-11.6875,False
TRM (deterministic),124,6,-10.75,False
TRM (deterministic),125,1,-9.8125,False
TRM (deterministic),125,2,-9.5625,False
TRM (deterministic),125,3,-10.0,False
TRM (deterministic),125,4,-9.0625,False
TRM (deterministic),125,5,-9.75,False
TRM (deterministic),125,6,-9.3125,False
TRM (deterministic),126,1,-8.9375,False
TRM (deterministic),126,2,-10.5625,False
TRM (deterministic),126,3,-10.75,False
TRM (deterministic),126,4,-10.625,False
TRM (deterministic),126,5,-10.625,False
TRM (deterministic),126,6,-10.625,False
TRM (deterministic),127,1,-9.5625,True
TRM (deterministic),127,2,7.3125,True
TRM (deterministic),127,3,7.21875,True
TRM (deterministic),127,4,7.21875,True
TRM (deterministic),127,5,7.21875,True
TRM (deterministic),127,6,7.21875,True
"Q-ascent, lr=0.05",0,1,-8.87649154663086,False
"Q-ascent, lr=0.05",0,2,-10.171687126159668,False
"Q-ascent, lr=0.05",0,3,-10.670255661010742,False
"Q-ascent, lr=0.05",0,4,-10.132884979248047,False
"Q-ascent, lr=0.05",0,5,-10.52035140991211,False
"Q-ascent, lr=0.05",0,6,-9.803364753723145,False
"Q-ascent, lr=0.05",1,1,-11.526524543762207,True
"Q-ascent, lr=0.05",1,2,-7.5680131912231445,True
"Q-ascent, lr=0.05",1,3,7.849488258361816,True
"Q-ascent, lr=0.05",1,4,7.5008440017700195,True
"Q-ascent, lr=0.05",1,5,7.475408554077148,True
"Q-ascent, lr=0.05",1,6,7.477762222290039,True
"Q-ascent, lr=0.05",2,1,-11.610539436340332,False
"Q-ascent, lr=0.05",2,2,-10.85496997833252,False
"Q-ascent, lr=0.05",2,3,-10.89470100402832,False
"Q-ascent, lr=0.05",2,4,-10.812938690185547,False
"Q-ascent, lr=0.05",2,5,-10.794400215148926,False
"Q-ascent, lr=0.05",2,6,-10.957367897033691,False
"Q-ascent, lr=0.05",3,1,-9.692357063293457,False
"Q-ascent, lr=0.05",3,2,-9.235231399536133,False
"Q-ascent, lr=0.05",3,3,-9.08156681060791,False
"Q-ascent, lr=0.05",3,4,-9.400409698486328,False
"Q-ascent, lr=0.05",3,5,-9.672147750854492,False
"Q-ascent, lr=0.05",3,6,-9.246284484863281,False
"Q-ascent, lr=0.05",4,1,-6.6700592041015625,False
"Q-ascent, lr=0.05",4,2,-10.059516906738281,False
"Q-ascent, lr=0.05",4,3,-11.099513053894043,False
"Q-ascent, lr=0.05",4,4,-9.118038177490234,False
"Q-ascent, lr=0.05",4,5,-10.655404090881348,False
"Q-ascent, lr=0.05",4,6,-9.04546070098877,False
"Q-ascent, lr=0.05",5,1,-8.690861701965332,False
"Q-ascent, lr=0.05",5,2,-4.787830829620361,False
"Q-ascent, lr=0.05",5,3,-9.609949111938477,False
"Q-ascent, lr=0.05",5,4,-7.987549781799316,False
"Q-ascent, lr=0.05",5,5,-8.062845230102539,False
"Q-ascent, lr=0.05",5,6,-8.352338790893555,False
"Q-ascent, lr=0.05",6,1,-9.212491989135742,False
"Q-ascent, lr=0.05",6,2,-7.866256237030029,False
"Q-ascent, lr=0.05",6,3,-8.44204044342041,False
"Q-ascent, lr=0.05",6,4,-8.722172737121582,False
"Q-ascent, lr=0.05",6,5,-8.753910064697266,False
"Q-ascent, lr=0.05",6,6,-8.22217845916748,False
"Q-ascent, lr=0.05",7,1,-10.897371292114258,False
"Q-ascent, lr=0.05",7,2,-6.783728122711182,False
"Q-ascent, lr=0.05",7,3,-9.848362922668457,False
"Q-ascent, lr=0.05",7,4,-10.015637397766113,False
"Q-ascent, lr=0.05",7,5,-9.907976150512695,False
"Q-ascent, lr=0.05",7,6,-9.279301643371582,False
"Q-ascent, lr=0.05",8,1,-6.786389350891113,False
"Q-ascent, lr=0.05",8,2,-9.301071166992188,False
"Q-ascent, lr=0.05",8,3,-8.436149597167969,False
"Q-ascent, lr=0.05",8,4,-9.228275299072266,False
"Q-ascent, lr=0.05",8,5,-8.640226364135742,False
"Q-ascent, lr=0.05",8,6,-8.729482650756836,False
"Q-ascent, lr=0.05",9,1,-7.5843634605407715,True
"Q-ascent, lr=0.05",9,2,-8.1258544921875,True
"Q-ascent, lr=0.05",9,3,-10.08702278137207,True
"Q-ascent, lr=0.05",9,4,-7.090697288513184,True
"Q-ascent, lr=0.05",9,5,7.0653181076049805,True
"Q-ascent, lr=0.05",9,6,6.746728897094727,True
"Q-ascent, lr=0.05",10,1,-8.105233192443848,False
"Q-ascent, lr=0.05",10,2,-8.46689224243164,False
"Q-ascent, lr=0.05",10,3,-3.6452689170837402,False
"Q-ascent, lr=0.05",10,4,-5.34628438949585,False
"Q-ascent, lr=0.05",10,5,-5.880547046661377,False
"Q-ascent, lr=0.05",10,6,-7.783769607543945,False
"Q-ascent, lr=0.05",11,1,-10.51999282836914,False
"Q-ascent, lr=0.05",11,2,-9.753533363342285,False
"Q-ascent, lr=0.05",11,3,-9.485028266906738,False
"Q-ascent, lr=0.05",11,4,-9.82177734375,False
"Q-ascent, lr=0.05",11,5,-9.86113166809082,False
"Q-ascent, lr=0.05",11,6,-9.650739669799805,False
"Q-ascent, lr=0.05",12,1,-3.717606544494629,False
"Q-ascent, lr=0.05",12,2,-9.792550086975098,False
"Q-ascent, lr=0.05",12,3,-9.281110763549805,False
"Q-ascent, lr=0.05",12,4,-8.64076042175293,False
"Q-ascent, lr=0.05",12,5,-8.609980583190918,False
"Q-ascent, lr=0.05",12,6,-9.229040145874023,False
"Q-ascent, lr=0.05",13,1,-7.359920501708984,False
"Q-ascent, lr=0.05",13,2,-9.080368041992188,False
"Q-ascent, lr=0.05",13,3,-8.525144577026367,False
"Q-ascent, lr=0.05",13,4,-8.120492935180664,False
"Q-ascent, lr=0.05",13,5,-8.477943420410156,False
"Q-ascent, lr=0.05",13,6,-8.617870330810547,False
"Q-ascent, lr=0.05",14,1,-5.412693977355957,False
"Q-ascent, lr=0.05",14,2,-8.180481910705566,False
"Q-ascent, lr=0.05",14,3,-10.603574752807617,False
"Q-ascent, lr=0.05",14,4,-9.657281875610352,False
"Q-ascent, lr=0.05",14,5,-10.90809440612793,False
"Q-ascent, lr=0.05",14,6,-9.834930419921875,False
"Q-ascent, lr=0.05",15,1,-10.55548095703125,False
"Q-ascent, lr=0.05",15,2,-10.747909545898438,False
"Q-ascent, lr=0.05",15,3,-9.525896072387695,False
"Q-ascent, lr=0.05",15,4,-10.352675437927246,False
"Q-ascent, lr=0.05",15,5,-9.796591758728027,False
"Q-ascent, lr=0.05",15,6,-10.6461820602417,False
"Q-ascent, lr=0.05",16,1,-10.69023609161377,False
"Q-ascent, lr=0.05",16,2,-10.169779777526855,False
"Q-ascent, lr=0.05",16,3,-9.454315185546875,False
"Q-ascent, lr=0.05",16,4,-9.582226753234863,False
"Q-ascent, lr=0.05",16,5,-9.6707181930542,False
"Q-ascent, lr=0.05",16,6,-8.910627365112305,False
"Q-ascent, lr=0.05",17,1,-8.771827697753906,False
"Q-ascent, lr=0.05",17,2,-7.613650321960449,False
"Q-ascent, lr=0.05",17,3,-7.723945617675781,False
"Q-ascent, lr=0.05",17,4,-8.12895393371582,False
"Q-ascent, lr=0.05",17,5,-7.915889739990234,False
"Q-ascent, lr=0.05",17,6,-7.387969493865967,False
"Q-ascent, lr=0.05",18,1,-8.590316772460938,False
"Q-ascent, lr=0.05",18,2,-9.621671676635742,False
"Q-ascent, lr=0.05",18,3,-10.162742614746094,False
"Q-ascent, lr=0.05",18,4,-10.244641304016113,False
"Q-ascent, lr=0.05",18,5,-10.024291038513184,False
"Q-ascent, lr=0.05",18,6,-10.12755012512207,False
"Q-ascent, lr=0.05",19,1,-9.865201950073242,False
"Q-ascent, lr=0.05",19,2,-8.997764587402344,False
"Q-ascent, lr=0.05",19,3,-9.684124946594238,False
"Q-ascent, lr=0.05",19,4,-7.827313423156738,False
"Q-ascent, lr=0.05",19,5,-8.123847007751465,False
"Q-ascent, lr=0.05",19,6,-7.6518378257751465,False
"Q-ascent, lr=0.05",20,1,-3.4649415016174316,False
"Q-ascent, lr=0.05",20,2,-6.411169052124023,False
"Q-ascent, lr=0.05",20,3,-6.796888828277588,False
"Q-ascent, lr=0.05",20,4,-8.011256217956543,False
"Q-ascent, lr=0.05",20,5,-7.885700225830078,False
"Q-ascent, lr=0.05",20,6,-6.52937126159668,False
"Q-ascent, lr=0.05",21,1,-11.716611862182617,False
"Q-ascent, lr=0.05",21,2,-10.917332649230957,False
"Q-ascent, lr=0.05",21,3,-10.895234107971191,False
"Q-ascent, lr=0.05",21,4,-10.960474014282227,False
"Q-ascent, lr=0.05",21,5,-10.936750411987305,False
"Q-ascent, lr=0.05",21,6,-10.800653457641602,False
"Q-ascent, lr=0.05",22,1,-7.740095138549805,True
"Q-ascent, lr=0.05",22,2,-2.4057254791259766,True
"Q-ascent, lr=0.05",22,3,7.968510627746582,True
"Q-ascent, lr=0.05",22,4,7.892569541931152,True
"Q-ascent, lr=0.05",22,5,7.882691383361816,True
"Q-ascent, lr=0.05",22,6,7.895787239074707,True
"Q-ascent, lr=0.05",23,1,-9.022480010986328,False
"Q-ascent, lr=0.05",23,2,-8.021324157714844,False
"Q-ascent, lr=0.05",23,3,-8.764339447021484,False
"Q-ascent, lr=0.05",23,4,-8.82936954498291,False
"Q-ascent, lr=0.05",23,5,-8.640012741088867,False
"Q-ascent, lr=0.05",23,6,-8.681111335754395,False
"Q-ascent, lr=0.05",24,1,-9.393529891967773,False
"Q-ascent, lr=0.05",24,2,-8.237768173217773,False
"Q-ascent, lr=0.05",24,3,-8.238639831542969,False
"Q-ascent, lr=0.05",24,4,-9.062646865844727,False
"Q-ascent, lr=0.05",24,5,-9.310602188110352,False
"Q-ascent, lr=0.05",24,6,-9.269970893859863,False
"Q-ascent, lr=0.05",25,1,-9.810463905334473,False
"Q-ascent, lr=0.05",25,2,-9.625781059265137,False
"Q-ascent, lr=0.05",25,3,-9.843111038208008,False
"Q-ascent, lr=0.05",25,4,-9.822053909301758,False
"Q-ascent, lr=0.05",25,5,-10.387201309204102,False
"Q-ascent, lr=0.05",25,6,-10.040902137756348,False
"Q-ascent, lr=0.05",26,1,-3.869351863861084,True
"Q-ascent, lr=0.05",26,2,3.9415082931518555,True
"Q-ascent, lr=0.05",26,3,7.2631635665893555,True
"Q-ascent, lr=0.05",26,4,7.284195899963379,True
"Q-ascent, lr=0.05",26,5,7.284976005554199,True
"Q-ascent, lr=0.05",26,6,7.304684638977051,True
"Q-ascent, lr=0.05",27,1,-9.400398254394531,False
"Q-ascent, lr=0.05",27,2,-9.222794532775879,False
"Q-ascent, lr=0.05",27,3,-10.713164329528809,False
"Q-ascent, lr=0.05",27,4,-10.27192497253418,False
"Q-ascent, lr=0.05",27,5,-9.237202644348145,False
"Q-ascent, lr=0.05",27,6,-10.48874568939209,False
"Q-ascent, lr=0.05",28,1,-9.397013664245605,False
"Q-ascent, lr=0.05",28,2,-10.874528884887695,False
"Q-ascent, lr=0.05",28,3,-10.383214950561523,False
"Q-ascent, lr=0.05",28,4,-10.992988586425781,False
"Q-ascent, lr=0.05",28,5,-10.868885040283203,False
"Q-ascent, lr=0.05",28,6,-10.368721008300781,False
"Q-ascent, lr=0.05",29,1,-7.571990013122559,False
"Q-ascent, lr=0.05",29,2,-7.432108402252197,False
"Q-ascent, lr=0.05",29,3,-7.888415813446045,False
"Q-ascent, lr=0.05",29,4,-7.363672256469727,False
"Q-ascent, lr=0.05",29,5,-7.6926116943359375,False
"Q-ascent, lr=0.05",29,6,-7.066828727722168,False
"Q-ascent, lr=0.05",30,1,-6.850620269775391,False
"Q-ascent, lr=0.05",30,2,-9.092577934265137,False
"Q-ascent, lr=0.05",30,3,-8.774125099182129,False
"Q-ascent, lr=0.05",30,4,-9.549005508422852,False
"Q-ascent, lr=0.05",30,5,-8.382013320922852,False
"Q-ascent, lr=0.05",30,6,-9.113056182861328,False
"Q-ascent, lr=0.05",31,1,-10.621307373046875,False
"Q-ascent, lr=0.05",31,2,-10.72544002532959,False
"Q-ascent, lr=0.05",31,3,-10.965020179748535,False
"Q-ascent, lr=0.05",31,4,-10.414444923400879,False
"Q-ascent, lr=0.05",31,5,-10.501314163208008,False
"Q-ascent, lr=0.05",31,6,-10.301702499389648,False
"Q-ascent, lr=0.05",32,1,-4.416459083557129,True
"Q-ascent, lr=0.05",32,2,-5.6703667640686035,True
"Q-ascent, lr=0.05",32,3,-5.913020133972168,True
"Q-ascent, lr=0.05",32,4,7.160719871520996,True
"Q-ascent, lr=0.05",32,5,7.259980201721191,True
"Q-ascent, lr=0.05",32,6,7.252673149108887,True
"Q-ascent, lr=0.05",33,1,-8.198317527770996,False
"Q-ascent, lr=0.05",33,2,-8.828919410705566,False
"Q-ascent, lr=0.05",33,3,-8.918344497680664,False
"Q-ascent, lr=0.05",33,4,-8.945272445678711,False
"Q-ascent, lr=0.05",33,5,-9.004634857177734,False
"Q-ascent, lr=0.05",33,6,-9.076274871826172,False
"Q-ascent, lr=0.05",34,1,-8.19105339050293,False
"Q-ascent, lr=0.05",34,2,-7.926239013671875,False
"Q-ascent, lr=0.05",34,3,-9.18183422088623,False
"Q-ascent, lr=0.05",34,4,-9.262414932250977,False
"Q-ascent, lr=0.05",34,5,-8.930521011352539,False
"Q-ascent, lr=0.05",34,6,-8.868217468261719,False
"Q-ascent, lr=0.05",35,1,-7.43263053894043,False
"Q-ascent, lr=0.05",35,2,-10.325674057006836,False
"Q-ascent, lr=0.05",35,3,-10.156328201293945,False
"Q-ascent, lr=0.05",35,4,-10.531494140625,False
"Q-ascent, lr=0.05",35,5,-9.730093002319336,False
"Q-ascent, lr=0.05",35,6,-10.46660041809082,False
"Q-ascent, lr=0.05",36,1,-9.138378143310547,False
"Q-ascent, lr=0.05",36,2,-8.174596786499023,False
"Q-ascent, lr=0.05",36,3,-8.069572448730469,False
"Q-ascent, lr=0.05",36,4,-8.471895217895508,False
"Q-ascent, lr=0.05",36,5,-7.641972064971924,False
"Q-ascent, lr=0.05",36,6,-9.253484725952148,False
"Q-ascent, lr=0.05",37,1,-9.947657585144043,False
"Q-ascent, lr=0.05",37,2,-10.005755424499512,False
"Q-ascent, lr=0.05",37,3,-9.97780990600586,False
"Q-ascent, lr=0.05",37,4,-10.048651695251465,False
"Q-ascent, lr=0.05",37,5,-10.255463600158691,False
"Q-ascent, lr=0.05",37,6,-10.161948204040527,False
"Q-ascent, lr=0.05",38,1,-7.4034647941589355,False
"Q-ascent, lr=0.05",38,2,-7.775798320770264,False
"Q-ascent, lr=0.05",38,3,-8.465083122253418,False
"Q-ascent, lr=0.05",38,4,-7.8322434425354,False
"Q-ascent, lr=0.05",38,5,-8.73575210571289,False
"Q-ascent, lr=0.05",38,6,-7.7802629470825195,False
"Q-ascent, lr=0.05",39,1,-10.420181274414062,True
"Q-ascent, lr=0.05",39,2,-7.2957353591918945,True
"Q-ascent, lr=0.05",39,3,-10.338900566101074,True
"Q-ascent, lr=0.05",39,4,-8.999438285827637,True
"Q-ascent, lr=0.05",39,5,-10.268089294433594,True
"Q-ascent, lr=0.05",39,6,8.058316230773926,True
"Q-ascent, lr=0.05",40,1,-9.189547538757324,False
"Q-ascent, lr=0.05",40,2,-6.228584289550781,False
"Q-ascent, lr=0.05",40,3,-7.349493026733398,False
"Q-ascent, lr=0.05",40,4,-7.012690544128418,False
"Q-ascent, lr=0.05",40,5,-7.090444087982178,False
"Q-ascent, lr=0.05",40,6,-6.446041107177734,False
"Q-ascent, lr=0.05",41,1,-7.009222507476807,False
"Q-ascent, lr=0.05",41,2,-9.512910842895508,False
"Q-ascent, lr=0.05",41,3,-10.292827606201172,False
"Q-ascent, lr=0.05",41,4,-10.720320701599121,False
"Q-ascent, lr=0.05",41,5,-9.460588455200195,False
"Q-ascent, lr=0.05",41,6,-10.824533462524414,False
"Q-ascent, lr=0.05",42,1,-4.991378307342529,True
"Q-ascent, lr=0.05",42,2,-6.538259029388428,True
"Q-ascent, lr=0.05",42,3,-5.4108052253723145,True
"Q-ascent, lr=0.05",42,4,-5.281512260437012,True
"Q-ascent, lr=0.05",42,5,-4.9247541427612305,True
"Q-ascent, lr=0.05",42,6,7.385489463806152,True
"Q-ascent, lr=0.05",43,1,-7.81541633605957,False
"Q-ascent, lr=0.05",43,2,-10.347654342651367,False
"Q-ascent, lr=0.05",43,3,-9.929667472839355,False
"Q-ascent, lr=0.05",43,4,-10.219812393188477,False
"Q-ascent, lr=0.05",43,5,-10.608434677124023,False
"Q-ascent, lr=0.05",43,6,-10.387115478515625,False
"Q-ascent, lr=0.05",44,1,-11.452375411987305,False
"Q-ascent, lr=0.05",44,2,-10.814167976379395,False
"Q-ascent, lr=0.05",44,3,-10.66016960144043,False
"Q-ascent, lr=0.05",44,4,-10.972408294677734,False
"Q-ascent, lr=0.05",44,5,-9.734331130981445,False
"Q-ascent, lr=0.05",44,6,-11.559161186218262,False
"Q-ascent, lr=0.05",45,1,-10.864699363708496,False
"Q-ascent, lr=0.05",45,2,-10.74518871307373,False
"Q-ascent, lr=0.05",45,3,-10.573412895202637,False
"Q-ascent, lr=0.05",45,4,-9.923532485961914,False
"Q-ascent, lr=0.05",45,5,-10.279390335083008,False
"Q-ascent, lr=0.05",45,6,-9.676222801208496,False
"Q-ascent, lr=0.05",46,1,-10.57748031616211,False
"Q-ascent, lr=0.05",46,2,-11.150187492370605,False
"Q-ascent, lr=0.05",46,3,-10.906153678894043,False
"Q-ascent, lr=0.05",46,4,-11.506136894226074,False
"Q-ascent, lr=0.05",46,5,-10.759891510009766,False
"Q-ascent, lr=0.05",46,6,-11.273170471191406,False
"Q-ascent, lr=0.05",47,1,-12.157858848571777,False
"Q-ascent, lr=0.05",47,2,-10.848336219787598,False
"Q-ascent, lr=0.05",47,3,-10.767084121704102,False
"Q-ascent, lr=0.05",47,4,-10.683908462524414,False
"Q-ascent, lr=0.05",47,5,-10.98025131225586,False
"Q-ascent, lr=0.05",47,6,-11.229328155517578,False
"Q-ascent, lr=0.05",48,1,-10.39892578125,False
"Q-ascent, lr=0.05",48,2,-10.041479110717773,False
"Q-ascent, lr=0.05",48,3,-10.91504955291748,False
"Q-ascent, lr=0.05",48,4,-10.609119415283203,False
"Q-ascent, lr=0.05",48,5,-10.647544860839844,False
"Q-ascent, lr=0.05",48,6,-10.274932861328125,False
"Q-ascent, lr=0.05",49,1,-1.8138718605041504,False
"Q-ascent, lr=0.05",49,2,-6.5038604736328125,False
"Q-ascent, lr=0.05",49,3,-5.759994983673096,False
"Q-ascent, lr=0.05",49,4,-7.2049994468688965,False
"Q-ascent, lr=0.05",49,5,-6.4245758056640625,False
"Q-ascent, lr=0.05",49,6,-6.3300981521606445,False
"Q-ascent, lr=0.05",50,1,-7.921830177307129,False
"Q-ascent, lr=0.05",50,2,-8.409101486206055,False
"Q-ascent, lr=0.05",50,3,-8.189855575561523,False
"Q-ascent, lr=0.05",50,4,-7.650900840759277,False
"Q-ascent, lr=0.05",50,5,-7.257146835327148,False
"Q-ascent, lr=0.05",50,6,-7.711576461791992,False
"Q-ascent, lr=0.05",51,1,-2.2294161319732666,True
"Q-ascent, lr=0.05",51,2,7.428067207336426,True
"Q-ascent, lr=0.05",51,3,7.457146644592285,True
"Q-ascent, lr=0.05",51,4,7.440769195556641,True
"Q-ascent, lr=0.05",51,5,7.447208404541016,True
"Q-ascent, lr=0.05",51,6,7.449799537658691,True
"Q-ascent, lr=0.05",52,1,-6.320791244506836,False
"Q-ascent, lr=0.05",52,2,-8.779150009155273,False
"Q-ascent, lr=0.05",52,3,-8.876834869384766,False
"Q-ascent, lr=0.05",52,4,-9.154424667358398,False
"Q-ascent, lr=0.05",52,5,-8.617273330688477,False
"Q-ascent, lr=0.05",52,6,-9.386253356933594,False
"Q-ascent, lr=0.05",53,1,-11.185246467590332,True
"Q-ascent, lr=0.05",53,2,-9.540209770202637,True
"Q-ascent, lr=0.05",53,3,-7.293941497802734,True
"Q-ascent, lr=0.05",53,4,-7.491586208343506,True
"Q-ascent, lr=0.05",53,5,6.7345075607299805,True
"Q-ascent, lr=0.05",53,6,7.2161712646484375,True
"Q-ascent, lr=0.05",54,1,-9.479167938232422,False
"Q-ascent, lr=0.05",54,2,-10.494681358337402,False
"Q-ascent, lr=0.05",54,3,-10.904218673706055,False
"Q-ascent, lr=0.05",54,4,-10.553169250488281,False
"Q-ascent, lr=0.05",54,5,-10.581875801086426,False
"Q-ascent, lr=0.05",54,6,-10.622163772583008,False
"Q-ascent, lr=0.05",55,1,-10.851173400878906,False
"Q-ascent, lr=0.05",55,2,-10.429786682128906,False
"Q-ascent, lr=0.05",55,3,-10.533551216125488,False
"Q-ascent, lr=0.05",55,4,-10.612911224365234,False
"Q-ascent, lr=0.05",55,5,-10.522909164428711,False
"Q-ascent, lr=0.05",55,6,-10.279294967651367,False
"Q-ascent, lr=0.05",56,1,-8.754127502441406,False
"Q-ascent, lr=0.05",56,2,-8.799774169921875,False
"Q-ascent, lr=0.05",56,3,-8.451021194458008,False
"Q-ascent, lr=0.05",56,4,-8.775978088378906,False
"Q-ascent, lr=0.05",56,5,-8.604486465454102,False
"Q-ascent, lr=0.05",56,6,-8.800376892089844,False
"Q-ascent, lr=0.05",57,1,-4.286481857299805,True
"Q-ascent, lr=0.05",57,2,5.747991561889648,True
"Q-ascent, lr=0.05",57,3,7.603650093078613,True
"Q-ascent, lr=0.05",57,4,7.641131401062012,True
"Q-ascent, lr=0.05",57,5,7.63444709777832,True
"Q-ascent, lr=0.05",57,6,7.639185905456543,True
"Q-ascent, lr=0.05",58,1,-3.5519509315490723,True
"Q-ascent, lr=0.05",58,2,6.89263916015625,True
"Q-ascent, lr=0.05",58,3,7.308016777038574,True
"Q-ascent, lr=0.05",58,4,7.30584716796875,True
"Q-ascent, lr=0.05",58,5,7.299483299255371,True
"Q-ascent, lr=0.05",58,6,7.327925682067871,True
"Q-ascent, lr=0.05",59,1,-9.1705322265625,False
"Q-ascent, lr=0.05",59,2,-7.670431137084961,False
"Q-ascent, lr=0.05",59,3,-8.136280059814453,False
"Q-ascent, lr=0.05",59,4,-7.690232276916504,False
"Q-ascent, lr=0.05",59,5,-7.879428386688232,False
"Q-ascent, lr=0.05",59,6,-7.126872539520264,False
"Q-ascent, lr=0.05",60,1,-8.622123718261719,True
"Q-ascent, lr=0.05",60,2,7.914039611816406,True
"Q-ascent, lr=0.05",60,3,7.86503791809082,True
"Q-ascent, lr=0.05",60,4,7.883711814880371,True
"Q-ascent, lr=0.05",60,5,7.87941837310791,True
"Q-ascent, lr=0.05",60,6,7.878567695617676,True
"Q-ascent, lr=0.05",61,1,-3.6011905670166016,True
"Q-ascent, lr=0.05",61,2,7.731254577636719,True
"Q-ascent, lr=0.05",61,3,7.711047172546387,True
"Q-ascent, lr=0.05",61,4,7.71773624420166,True
"Q-ascent, lr=0.05",61,5,7.723616600036621,True
"Q-ascent, lr=0.05",61,6,7.725116729736328,True
"Q-ascent, lr=0.05",62,1,-8.941062927246094,False
"Q-ascent, lr=0.05",62,2,-10.55958366394043,False
"Q-ascent, lr=0.05",62,3,-10.269165992736816,False
"Q-ascent, lr=0.05",62,4,-10.751032829284668,False
"Q-ascent, lr=0.05",62,5,-10.95050048828125,False
"Q-ascent, lr=0.05",62,6,-10.217662811279297,False
"Q-ascent, lr=0.05",63,1,-7.680788040161133,False
"Q-ascent, lr=0.05",63,2,-7.508541584014893,False
"Q-ascent, lr=0.05",63,3,-6.881054878234863,False
"Q-ascent, lr=0.05",63,4,-7.214162349700928,False
"Q-ascent, lr=0.05",63,5,-7.07911491394043,False
"Q-ascent, lr=0.05",63,6,-6.965005874633789,False
"Q-ascent, lr=0.05",64,1,-9.650762557983398,False
"Q-ascent, lr=0.05",64,2,-9.10351276397705,False
"Q-ascent, lr=0.05",64,3,-9.59055233001709,False
"Q-ascent, lr=0.05",64,4,-9.309429168701172,False
"Q-ascent, lr=0.05",64,5,-9.314318656921387,False
"Q-ascent, lr=0.05",64,6,-9.015297889709473,False
"Q-ascent, lr=0.05",65,1,-9.722204208374023,False
"Q-ascent, lr=0.05",65,2,-9.482070922851562,False
"Q-ascent, lr=0.05",65,3,-9.443314552307129,False
"Q-ascent, lr=0.05",65,4,-8.866873741149902,False
"Q-ascent, lr=0.05",65,5,-9.938155174255371,False
"Q-ascent, lr=0.05",65,6,-9.668611526489258,False
"Q-ascent, lr=0.05",66,1,-6.089662551879883,False
"Q-ascent, lr=0.05",66,2,-8.998933792114258,False
"Q-ascent, lr=0.05",66,3,-8.287849426269531,False
"Q-ascent, lr=0.05",66,4,-9.440735816955566,False
"Q-ascent, lr=0.05",66,5,-7.839883327484131,False
"Q-ascent, lr=0.05",66,6,-8.027271270751953,False
"Q-ascent, lr=0.05",67,1,-6.355625152587891,False
"Q-ascent, lr=0.05",67,2,-8.170318603515625,False
"Q-ascent, lr=0.05",67,3,-7.475222587585449,False
"Q-ascent, lr=0.05",67,4,-7.903873443603516,False
"Q-ascent, lr=0.05",67,5,-7.791221618652344,False
